STATE,LIB_ID,LIB_NAME,COUNTY,BK_MOB,MS_LIBRARIANS,LIBRARIANS,LOC_GVT,ST_GVT,FED_GVT,OTH_INCM,TOT_INCM,STAFF_EXP,PR_MAT_EXP,EL_MAT_EXP,OTH_MAT_EX,TOT_EXP_CO,OTH_OP_EXP,TOT_OP_EXP,L_CAP_REV,S_CAP_REV,F_CAP_REV,O_CAP_REV,CAP_REV,CAPITAL,BOOKS,EBOOKS,DB_LO_OT,DB_ST,DATABASE,SUBSCRIP,HRS_OPEN,VISITS,CARDHOLDERS,TOT_CIR,EL_MAT_CIR,GPTERMS,PITUSR,YR_SUB,OBEREG,FIPSST,FIPSCO,FIPSPLAC,COUNTY_POP,LAT,LON
AL,501-015,TARRANT PUBLIC LIBRARY,JEFFERSON,0,0,1,166349,4435,0,0,170784,120431,13335,0,4160,17495,31599,169525,0,0,0,0,0,0,37754,13440,1,70,71,56,2266,27854,2282,13663,795,9,11234,2014,5,1,73,74976,659197,33.583108,-86.76988
AL,501-016,TRUSSVILLE PUBLIC LIBRARY,JEFFERSON,0,4,5,1052686,13882,10000,52970,1129538,755559,105982,0,42895,148877,255556,1159992,0,0,0,0,0,0,71047,13440,5,70,75,98,2933,289877,15516,524588,12896,34,20191,2014,5,1,73,76944,659197,33.626614,-86.604764
AL,501-017,VESTAVIA HILLS LIBRARY IN THE FOREST,JEFFERSON,0,4,6,1690197,23649,33963,102222,1850031,1129007,123841,8627,48357,180825,584839,1894671,0,0,33963,0,33963,53943,86256,13440,2,70,72,149,3300,335750,14893,413704,16634,64,170388,2014,5,1,73,78552,659197,33.430399,-86.788939
AL,501-018,WARRIOR PUBLIC LIBRARY,JEFFERSON,0,1,2,111637,1750,6998,14559,134944,,5500,0,9717,15217,,134415,0,0,0,0,0,0,27833,13440,1,70,71,23,2450,23700,2811,25833,2691,7,7288,2014,5,1,73,79944,659197,33.8133995,-86.8079621
AL,501-019,BIRMINGHAM PUBLIC LIBRARY,JEFFERSON,0,58,61,14833320,173739,75000,645310,15727369,11816968,473357,22367,340543,836267,1922034,14575269,1323420,0,100000,82000,1505420,1628420,700616,13440,36,70,106,992,45240,2218819,166061,1111516,43552,267,584688,2014,5,1,73,7000,659197,33.520858,-86.807252
AL,504-000,FORT PAYNE - DEKALB COUNTY PUBLIC LIBRARY,DEKALB,1,1,3.8,207295,60404,6339,19378,293416,179793,25423,9100,3037,37560,84548,301901,0,0,0,0,0,0,83764,64000,3,70,73,27,4544,43209,17698,81514,877,12,13377,2014,5,1,49,27616,70894,34.4448893,-85.7202819
AL,504-001,COLLINSVILLE PUBLIC LIBRARY,DEKALB,0,0,1,61337,2147,3000,16193,82677,47213,766,91,3571,4428,26464,78105,0,0,0,0,0,0,8287,7993,0,70,70,3,1623,8950,840,5118,62,15,6158,2014,5,1,49,16600,70894,34.262949,-85.85884
AL,504-002,GERALDINE PUBLIC LIBRARY,DEKALB,0,0,2,32168,898,8840,5235,47141,,8085,215,1000,9300,,33002,0,0,0,0,0,4559,40807,0,0,70,70,0,2028,9879,1619,11826,0,19,4075,2014,5,1,49,29608,70894,34.351313,-86.000527
AL,504-003,RAINSVILLE PUBLIC LIBRARY,DEKALB,0,1,4,180322,4950,3000,19953,208225,132477,15516,155,2948,18619,52063,203159,0,0,0,0,0,0,53602,0,1,70,71,12,2538,26204,13926,122934,0,14,6762,2014,5,1,49,63336,70894,34.4866702,-85.8291084
AL,505-000,ESCAMBIA COUNTY COOPERATIVE LIBRARY SYSTEM,ESCAMBIA,0,0,1.5,25000,20833,0,5218,51051,,4980,1000,797,6777,,49340,0,0,0,0,0,0,6319,101,0,70,70,5,1820,0,416,3473,1519,24,20912,2014,5,1,53,3004,37893,31.0226245,-87.4857384
AL,505-001,ATMORE PUBLIC,ESCAMBIA,0,0,5,239761,10000,9340,51251,310352,207447,25821,0,7437,33258,58197,298902,0,0,0,0,0,0,50128,0,0,70,70,35,2548,42016,12553,49701,0,32,13859,2014,5,1,53,3004,37893,31.0226245,-87.4857384
AL,505-002,BREWTON PUBLIC LIBRARY,ESCAMBIA,0,0,1,308991,5298,0,67750,382039,308991,38536,1039,22985,62560,66850,438401,0,0,0,13415,13415,13414,50754,14785,5,70,75,60,2427,58231,18467,117534,61130,29,15989,2014,5,1,53,9208,37893,31.1202492,-87.070251
AL,505-003,FLOMATON PUBLIC LIBRARY,ESCAMBIA,0,0,3.2,125549,1411,7000,11480,145440,87669,13771,0,1333,15104,44211,146984,0,0,0,0,0,0,27021,101,0,70,70,23,2450,37484,6968,126290,416,20,22843,2014,5,1,53,26824,37893,31.0017558,-87.2622884
AL,506-000,GADSDEN - ETOWAH COUNTY PUBLIC LIBRARY,ETOWAH,0,3,4,1260024,67904,14600,0,1342528,1125362,49605,12511,7384,69500,137712,1332574,0,0,0,0,0,0,98966,17922,5,61,66,56,6630,66176,32097,181028,9361,34,21622,2014,5,1,55,28696,103962,34.012704,-86.00984
AL,999-082,ATTALLA - ETOWAH COUNTY PUBLIC LIBRARY,ETOWAH,0,0,1,133544,5994,0,2777,142315,106834,5688,0,235,5923,27552,140309,0,0,0,0,0,0,19768,18255,0,70,70,0,2392,8950,6487,9753,842,10,6008,2014,5,1,55,3028,103962,34.0238057,-86.0879371
AL,506-002,RAINBOW CITY PUBLIC LIBRARY,ETOWAH,0,1,1,373752,9516,0,0,383268,251340,45013,13430,7852,66295,65633,383268,0,0,0,0,0,0,53713,18255,3,70,73,66,2773,80172,14666,101567,3998,13,9746,2014,5,1,55,63288,103962,33.950372,-86.046756
AL,508-001,DEMOPOLIS PUBLIC LIBRARY,MARENGO,0,3,5,296554,6043,22800,17304,342701,203660,24668,4899,4976,34543,94395,332598,0,0,0,0,0,76800,26674,1649,2,70,72,36,1764,87000,10552,49793,1831,17,14165,2014,5,1,91,20296,20228,32.5173396,-87.8362042
AL,508-002,MARENGO COUNTY PUBLIC LIBRARY,MARENGO,0,0,1,53941,5900,5250,12046,77137,,10116,0,1152,11268,,73155,0,0,0,0,0,0,8725,0,0,70,70,0,1740,14625,2073,11159,0,15,7482,2014,5,1,91,43240,20228,32.3073678,-87.7964092
AL,509-000,MARSHALL COUNTY COOPERATIVE LIBRARY,MARSHALL,1,1,1,23204,45513,0,1500,70217,,27401,0,0,27401,,68463,0,0,0,0,0,0,12761,0,0,70,70,0,1550,4650,1128,21910,0,0,0,2014,5,1,95,988,94569,34.2572669,-86.2102182
AL,509-001,ARAB PUBLIC LIBRARY,MARSHALL,0,0,1,229238,8084,0,9835,247157,184118,20908,3000,7335,31243,30121,245482,0,0,0,0,0,1675,55021,20620,0,70,70,50,2210,24793,15780,54900,3388,24,16793,2014,5,1,95,2116,94569,34.3203564,-86.4969444
AL,509-002,BOAZ PUBLIC LIBRARY,MARSHALL,0,0,1,292084,9463,0,0,301547,187293,23680,3000,2191,28871,85166,301330,10000,0,0,0,10000,9950,49319,20620,2,70,72,71,2799,35153,14916,133790,5532,18,21099,2014,5,1,95,7912,94569,34.2007876,-86.1618496
AL,509-003,GUNTERSVILLE PUBLIC LIBRARY,MARSHALL,0,3,3,317500,8221,7000,26018,358739,264359,30338,3278,10431,44047,47209,355615,0,0,0,0,0,6000,40706,3581,8,70,78,82,2236,61233,12263,96120,8320,12,14115,2014,5,1,95,32416,94569,34.349128,-86.3021338
AL,509-004,ALBERTVILLE PUBLIC LIBRARY,MARSHALL,0,0,1,271426,21226,0,12670,305322,220650,24775,5715,10389,40879,34002,295531,0,0,0,0,0,833,81796,50,1,70,71,0,2180,130000,25517,91187,2655,13,15462,2014,5,1,95,988,94569,34.2644447,-86.2030013
AL,510-000,HARRISON REGIONAL LIBRARY SYSTEM,SHELBY,0,1.25,5.25,325000,45880,10000,11250,392130,266291,27070,31455,18833,77358,117519,461168,0,0,0,0,0,0,32321,23329,7,70,77,15,4113,38242,1752,60994,44489,10,2610,2014,5,1,117,16768,204196,33.1853806,-86.6076137
AL,510-001,ALABASTER - ALBERT L. SCOTT LIBRARY,SHELBY,0,4,5,740748,26925,0,0,767673,552774,85308,3000,21586,109894,105005,767673,0,0,0,0,0,0,47188,23329,7,70,77,111,3036,128284,14602,187134,9794,8,14014,2014,5,1,117,820,204196,33.2443077,-86.8266374
AL,510-002,CALERA PUBLIC LIBRARY,SHELBY,0,0,4,316869,8238,0,0,325107,231569,18000,0,8000,26000,38300,295869,0,0,0,0,0,0,39775,23329,7,70,77,0,3142,42442,8458,98470,44489,12,11505,2014,5,1,117,11416,204196,33.0969663,-86.76927
AL,510-003,COLUMBIANA PUBLIC LIBRARY,SHELBY,0,1,1,214968,4225,7000,10153,236346,124652,22072,500,14901,37473,45300,207425,0,0,0,0,0,0,29353,23329,7,70,77,11,2600,55000,5606,90898,44489,9,9632,2014,5,1,117,16768,204196,33.1853806,-86.6076137
AL,510-004,HELENA - JANE B. HOLMES PUBLIC LIBRARY,SHELBY,0,0,1,197903,12925,0,23480,234308,172751,10242,250,18112,28604,42255,243610,0,0,0,0,0,8244,25084,23329,7,70,77,34,2196,31729,7302,172633,52420,13,7329,2014,5,1,117,34024,204196,33.2898063,-86.8425123
AL,510-005,VINCENT - LALLOUISE F. MCGRAW LIBRARY,SHELBY,0,0,1,42938,2009,0,1077,46024,,3206,0,1168,4374,,46024,0,0,0,0,0,0,7920,23329,7,70,77,0,1560,6000,978,48598,44489,13,4634,2014,5,1,117,79008,204196,33.4052714,-86.4168041
AL,510-006,MONTEVALLO - PARNELL MEMORIAL LIBRARY,SHELBY,0,1,8,188854,6353,0,25618,220825,93951,6139,250,4032,10421,87844,192216,0,0,0,0,0,0,24951,32850,7,70,77,7,2180,40000,5238,79537,32849,29,12102,2014,5,1,117,50312,204196,33.0938698,-86.8448327
